Location,Property_Type,Sqft,BHK,Age,Metro_Dist,Amenities_Score,ROI_Pct,Demand_Index,Price
Shyam Nagar,Builder Floor,2255,2,16,4.31,4,3.6,89,18280000.0
Raja Park,Independent Villa,3845,5,0,4.71,7,8.16,50,47620000.0
Pratap Nagar,Builder Floor,2464,2,17,6.77,6,8.26,54,12270000.0
Shyam Nagar,Residential Plot,1643,0,18,7.18,2,7.58,92,12800000.0
Shyam Nagar,Builder Floor,952,3,10,5.08,5,5.7,79,8980000.0
Tonk Road,Apartment/Flat,1547,1,11,0.99,3,5.1,94,10740000.0
Civil Lines,Penthouse,4314,4,5,1.68,9,3.85,62,57620000.0
Jagatpura,Independent Villa,1965,3,11,9.56,7,8.39,79,11680000.0
C-Scheme,Residential Plot,2985,0,8,11.99,2,7.51,64,43460000.0
Shyam Nagar,Builder Floor,1917,1,8,7.16,7,5.98,54,16210000.0
Mansarovar,Builder Floor,1687,3,6,4.45,7,9.09,37,14620000.0
C-Scheme,Residential Plot,1231,0,1,3.77,2,9.62,76,19800000.0
Ajmer Road,Residential Plot,4359,0,1,10.99,2,10.66,64,20560000.0
Tonk Road,Residential Plot,2941,0,2,8.89,2,11.31,36,19710000.0
Vaishali Nagar,Residential Plot,3971,0,6,4.37,1,8.56,89,32300000.0
Sitapura,Residential Plot,1651,0,8,1.22,2,13.38,56,5070000.0
Bapu Nagar,Penthouse,3650,5,0,6.59,10,7.1,42,49920000.0
Ajmer Road,Residential Plot,2395,0,5,2.67,2,11.51,64,11550000.0
Malviya Nagar,Builder Floor,1957,3,0,7.71,7,6.23,74,21330000.0
Bapu Nagar,Penthouse,4360,5,3,7.36,9,8.48,38,56630000.0
Jagatpura,Builder Floor,605,2,19,3.51,4,6.25,78,3120000.0
Raja Park,Builder Floor,2400,3,9,2.92,3,8.63,92,27580000.0
Shyam Nagar,Apartment/Flat,909,1,9,0.92,5,8.38,57,8710000.0
Raja Park,Builder Floor,1250,2,17,11.18,4,9.59,86,12930000.0
Kalwar Road,Builder Floor,1051,1,1,11.2,5,6.35,86,4720000.0
Mansarovar,Apartment/Flat,1926,2,12,2.54,4,7.33,80,14230000.0
Bapu Nagar,Independent Villa,2827,3,2,5.85,7,7.4,83,38530000.0
Tonk Road,Apartment/Flat,1157,1,2,4.45,3,5.22,72,8090000.0
Shyam Nagar,Apartment/Flat,1053,1,8,0.91,6,9.31,56,9630000.0
Vaishali Nagar,Penthouse,5354,4,17,3.84,10,5.96,58,44060000.0
Tonk Road,Apartment/Flat,2077,1,11,9.06,5,9.78,92,13480000.0
Malviya Nagar,Residential Plot,2620,0,12,6.74,2,8.78,83,23170000.0
Kalwar Road,Builder Floor,2141,3,6,1.09,7,7.01,51,10450000.0
C-Scheme,Residential Plot,3707,0,4,3.77,1,10.48,47,56210000.0
Civil Lines,Independent Villa,3334,5,0,8.41,5,8.78,53,47290000.0
Vaishali Nagar,Penthouse,5926,5,3,3.18,7,4.03,35,52790000.0
Malviya Nagar,Builder Floor,1015,3,9,2.07,4,6.34,95,11270000.0
Civil Lines,Apartment/Flat,1289,3,6,7.36,6,4.15,92,17710000.0
Mansarovar,Independent Villa,2032,3,12,0.38,6,7.21,88,15790000.0
Sitapura,Residential Plot,4454,0,8,11.62,2,13.95,56,13650000.0
Raja Park,Independent Villa,2164,4,1,11.59,8,8.44,41,27900000.0
Tonk Road,Builder Floor,2058,2,5,2.88,3,9.17,88,12410000.0
Jagatpura,Independent Villa,2819,3,14,11.77,6,5.88,74,16180000.0
Civil Lines,Builder Floor,2444,3,19,11.2,3,5.46,73,34330000.0
Civil Lines,Residential Plot,1066,0,0,10.7,2,12.84,66,13020000.0
Shyam Nagar,Penthouse,4698,5,13,7.73,8,7.56,95,45280000.0
Kalwar Road,Builder Floor,2301,3,10,3.78,6,9.36,84,10610000.0
Raja Park,Penthouse,4107,5,7,11.65,10,3.8,87,48470000.0
Vaishali Nagar,Residential Plot,3378,0,8,5.62,2,11.85,95,25440000.0
Bapu Nagar,Independent Villa,1734,3,4,5.27,9,4.78,99,25250000.0
Malviya Nagar,Penthouse,3859,4,14,7.5,8,6.45,75,41820000.0
Tonk Road,Residential Plot,4285,0,19,6.08,1,7.2,91,26950000.0
Malviya Nagar,Residential Plot,2959,0,7,9.69,3,9.87,93,25310000.0
Kalwar Road,Independent Villa,4299,3,14,9.79,6,6.63,47,16500000.0
Pratap Nagar,Residential Plot,2770,0,7,4.42,2,9.26,55,12770000.0
Ajmer Road,Independent Villa,2428,5,10,0.75,6,8.78,78,16410000.0
Pratap Nagar,Residential Plot,1945,0,4,2.92,2,8.79,53,9240000.0
Mansarovar,Builder Floor,1212,3,11,7.3,3,6.24,58,8780000.0
Shyam Nagar,Builder Floor,2369,1,4,9.97,5,4.02,49,21470000.0
Mansarovar,Independent Villa,2215,4,2,10.08,7,9.43,59,17770000.0
Pratap Nagar,Residential Plot,2752,0,14,1.85,1,10.04,52,11570000.0
Civil Lines,Independent Villa,2639,4,16,11.97,6,7.82,56,34310000.0
Civil Lines,Builder Floor,1005,1,13,10.7,5,4.24,96,12750000.0
Ajmer Road,Penthouse,4056,5,4,10.3,9,6.07,93,25850000.0
Jagatpura,Independent Villa,4551,3,13,11.81,7,8.94,96,22160000.0
C-Scheme,Residential Plot,2609,0,19,3.12,1,12.92,52,37980000.0
Civil Lines,Builder Floor,1316,1,6,1.01,7,8.48,58,18090000.0
Pratap Nagar,Penthouse,4973,4,10,10.68,7,5.89,47,25460000.0
Sitapura,Independent Villa,4360,4,19,10.04,5,3.89,93,16090000.0
Sitapura,Penthouse,5156,4,11,9.28,7,3.52,46,18690000.0
Pratap Nagar,Penthouse,3833,4,8,3.68,7,5.56,67,21650000.0
Shyam Nagar,Penthouse,4150,5,4,0.29,7,9.33,73,38080000.0
Vaishali Nagar,Residential Plot,1074,0,9,5.54,1,13.73,91,7290000.0
Shyam Nagar,Independent Villa,1709,5,2,2.42,9,3.8,91,19620000.0
Raja Park,Independent Villa,4168,5,2,7.73,5,9.01,59,46010000.0
Tonk Road,Penthouse,4478,5,4,5.11,7,5.31,80,34260000.0
Kalwar Road,Builder Floor,1715,1,11,1.03,4,5.01,38,6420000.0
Sitapura,Independent Villa,4253,3,7,5.58,8,5.82,97,17040000.0
Malviya Nagar,Residential Plot,2511,0,12,3.31,3,12.31,71,23930000.0
Jagatpura,Penthouse,3540,5,17,7.06,10,9.24,56,19950000.0
Shyam Nagar,Apartment/Flat,1775,2,11,10.03,5,7.25,82,14590000.0
Civil Lines,Apartment/Flat,1526,3,8,2.75,7,4.52,39,21070000.0
Tonk Road,Penthouse,3445,5,19,5.96,8,7.37,38,26920000.0
Sitapura,Penthouse,5687,4,16,4.98,9,5.25,51,22400000.0
Jagatpura,Residential Plot,2385,0,14,3.9,3,7.16,84,11970000.0
Raja Park,Penthouse,3340,4,13,9.25,9,9.37,75,41670000.0
Kalwar Road,Penthouse,3379,5,2,1.05,10,4.63,41,17500000.0
Ajmer Road,Apartment/Flat,1114,2,10,8.61,7,8.91,42,7360000.0
Mansarovar,Residential Plot,3694,0,14,7.89,2,7.86,69,24960000.0
Bapu Nagar,Builder Floor,834,3,3,8.38,7,5.3,98,12620000.0
Sitapura,Builder Floor,1854,3,3,1.11,5,4.66,97,9590000.0
Bapu Nagar,Independent Villa,4661,5,1,10.58,9,6.04,79,58190000.0
Tonk Road,Independent Villa,2071,4,19,9.41,7,8.34,86,14030000.0
Tonk Road,Apartment/Flat,1314,1,4,8.79,5,6.59,85,10080000.0
Jagatpura,Builder Floor,1525,1,8,5.31,3,4.18,88,7780000.0
Tonk Road,Penthouse,5492,5,5,0.76,7,3.94,35,39270000.0
Bapu Nagar,Apartment/Flat,1557,2,16,3.59,3,4.09,69,18850000.0
Bapu Nagar,Residential Plot,1400,0,14,10.09,1,10.2,35,13160000.0
Kalwar Road,Residential Plot,3704,0,0,11.81,3,7.48,38,13080000.0
Shyam Nagar,Apartment/Flat,1930,3,5,3.42,8,7.96,46,20220000.0
Shyam Nagar,Apartment/Flat,506,1,19,4.28,4,5.92,35,3770000.0
C-Scheme,Independent Villa,3733,3,3,5.56,8,6.18,96,58860000.0
Vaishali Nagar,Builder Floor,1342,2,2,2.32,4,6.58,72,12990000.0
Civil Lines,Residential Plot,3861,0,15,5.4,2,7.71,55,50700000.0
Tonk Road,Builder Floor,1166,2,9,8.19,8,3.55,61,8750000.0
Jagatpura,Penthouse,3257,4,11,0.17,9,6.63,71,21550000.0
Mansarovar,Residential Plot,3143,0,3,9.07,2,9.89,97,21410000.0
Vaishali Nagar,Apartment/Flat,1027,3,18,11.47,6,3.66,84,8010000.0
Ajmer Road,Penthouse,4726,4,13,4.82,8,4.15,63,28340000.0
Sitapura,Builder Floor,757,2,5,11.64,6,8.58,66,3190000.0
Malviya Nagar,Builder Floor,687,3,17,6.82,4,9.1,40,6460000.0
Mansarovar,Builder Floor,2170,2,8,7.23,7,8.74,62,15880000.0
Vaishali Nagar,Independent Villa,3778,4,18,3.04,5,6.65,43,33060000.0
Shyam Nagar,Penthouse,5816,5,10,11.25,10,8.36,95,53150000.0
Ajmer Road,Penthouse,5039,5,4,8.47,9,4.27,96,30120000.0
Pratap Nagar,Apartment/Flat,1541,2,14,2.57,5,9.72,69,7220000.0
Vaishali Nagar,Independent Villa,3000,5,17,1.5,9,9.72,36,29820000.0
Civil Lines,Residential Plot,2549,0,7,1.98,1,8.12,42,33850000.0
C-Scheme,Independent Villa,4985,3,17,2.4,7,8.36,74,74190000.0
Vaishali Nagar,Penthouse,4505,5,13,11.29,8,4.51,85,39260000.0
Sitapura,Independent Villa,1934,5,4,3.55,5,3.72,75,10160000.0
Vaishali Nagar,Independent Villa,1816,4,7,8.1,6,6.83,80,17910000.0
Raja Park,Residential Plot,3240,0,6,1.62,1,14.08,43,37490000.0
Bapu Nagar,Penthouse,3578,4,13,8.08,7,5.16,99,42930000.0
Raja Park,Penthouse,4848,4,14,7.44,8,5.26,44,53780000.0
Raja Park,Apartment/Flat,1902,3,7,7.81,7,9.02,48,22610000.0
Ajmer Road,Residential Plot,1087,0,14,4.13,1,7.01,82,4580000.0
Civil Lines,Independent Villa,3374,5,10,6.97,7,4.3,92,42520000.0
Jagatpura,Builder Floor,1268,2,18,5.82,6,9.42,83,6790000.0
Malviya Nagar,Residential Plot,2582,0,18,10.39,1,11.28,64,22590000.0
Jagatpura,Independent Villa,2822,4,14,1.58,6,8.0,90,16390000.0
Tonk Road,Builder Floor,617,3,13,9.96,4,7.27,35,4120000.0
Bapu Nagar,Penthouse,3020,5,19,10.35,8,7.23,54,35510000.0
Pratap Nagar,Residential Plot,2125,0,6,1.48,1,13.31,45,9350000.0
Shyam Nagar,Apartment/Flat,1268,1,5,7.86,5,3.76,43,11460000.0
Tonk Road,Apartment/Flat,2497,2,0,6.6,4,8.07,86,18690000.0
Shyam Nagar,Builder Floor,644,1,0,10.65,7,3.69,57,5790000.0
Civil Lines,Apartment/Flat,1620,2,18,4.73,5,9.73,84,22990000.0
Sitapura,Residential Plot,1157,0,7,8.83,2,11.67,51,2680000.0
Shyam Nagar,Builder Floor,2097,3,19,0.59,5,9.32,49,16930000.0
Shyam Nagar,Penthouse,5732,4,5,9.26,10,3.84,37,52800000.0
Shyam Nagar,Apartment/Flat,1269,1,15,0.32,8,3.88,97,12340000.0
Tonk Road,Penthouse,5950,5,4,9.49,10,5.35,91,45560000.0
Malviya Nagar,Builder Floor,661,1,10,8.11,5,5.58,79,6840000.0
Shyam Nagar,Apartment/Flat,1823,1,5,8.13,8,7.51,57,16450000.0
Kalwar Road,Penthouse,5159,5,8,0.64,7,5.15,37,21740000.0
Raja Park,Residential Plot,1511,0,18,7.03,3,8.84,73,15400000.0
Sitapura,Penthouse,4430,5,6,9.77,7,5.92,71,19240000.0
Tonk Road,Independent Villa,2038,5,17,5.81,5,6.64,54,14560000.0
Sitapura,Residential Plot,2314,0,13,4.12,2,8.25,68,6570000.0
Vaishali Nagar,Builder Floor,2004,2,6,1.54,8,9.06,59,17790000.0
Malviya Nagar,Residential Plot,2322,0,1,11.58,3,12.36,72,20510000.0
Bapu Nagar,Penthouse,3530,4,14,10.69,8,7.63,75,45050000.0
Malviya Nagar,Apartment/Flat,852,1,12,0.66,7,5.01,40,9400000.0
Shyam Nagar,Independent Villa,4196,4,16,0.74,7,6.25,86,39480000.0
Vaishali Nagar,Penthouse,3617,4,8,8.83,9,3.93,66,31930000.0
Shyam Nagar,Independent Villa,2417,5,6,10.62,8,3.76,48,22970000.0
Ajmer Road,Independent Villa,3200,4,0,4.23,9,6.35,60,19170000.0
Shyam Nagar,Residential Plot,922,0,1,10.28,1,9.71,60,6620000.0
Sitapura,Apartment/Flat,929,1,7,2.11,7,9.48,47,4440000.0
Raja Park,Independent Villa,1690,4,1,7.75,8,8.37,97,22130000.0
Vaishali Nagar,Builder Floor,682,1,13,2.79,8,8.33,92,6770000.0
Mansarovar,Builder Floor,2224,1,7,5.77,4,7.45,79,16350000.0
Bapu Nagar,Builder Floor,1853,1,16,10.7,5,8.11,50,21160000.0
Jagatpura,Builder Floor,1588,2,6,8.17,4,6.49,90,8540000.0
Sitapura,Apartment/Flat,1919,3,3,8.26,5,5.11,66,8090000.0
Tonk Road,Penthouse,3724,4,1,6.37,8,5.69,39,29050000.0
Civil Lines,Apartment/Flat,1434,3,11,6.07,8,8.46,93,21060000.0
Ajmer Road,Apartment/Flat,763,2,11,11.41,6,6.8,55,4300000.0
Mansarovar,Builder Floor,1903,2,15,6.58,8,6.69,66,14860000.0
Mansarovar,Apartment/Flat,1223,2,0,10.97,8,9.5,35,10800000.0
Sitapura,Builder Floor,1142,1,19,1.04,3,4.93,50,3610000.0
Pratap Nagar,Independent Villa,2637,3,9,6.68,5,8.79,70,13840000.0
C-Scheme,Apartment/Flat,1323,3,12,9.13,5,8.92,99,20880000.0
Shyam Nagar,Apartment/Flat,1729,1,1,9.74,4,8.2,59,14590000.0
Mansarovar,Apartment/Flat,1737,3,2,3.49,8,6.75,95,15660000.0
Jagatpura,Independent Villa,3782,4,9,9.29,8,7.26,55,23210000.0
Mansarovar,Builder Floor,2452,1,18,7.53,4,3.66,80,16440000.0
Bapu Nagar,Independent Villa,1653,3,1,0.33,8,8.07,46,23900000.0
Jagatpura,Independent Villa,2118,3,16,6.88,6,7.25,76,12130000.0
Mansarovar,Independent Villa,2385,5,4,9.91,6,7.8,46,20860000.0
Bapu Nagar,Independent Villa,3838,4,12,2.41,8,6.94,93,52330000.0
Shyam Nagar,Penthouse,3515,5,18,3.56,8,8.54,98,34060000.0
Ajmer Road,Builder Floor,543,2,10,6.0,3,8.48,56,3080000.0
Ajmer Road,Builder Floor,922,3,8,11.9,5,5.02,98,5890000.0
Jagatpura,Apartment/Flat,1043,1,6,3.08,7,8.41,78,6750000.0
Vaishali Nagar,Apartment/Flat,746,1,6,0.29,4,7.67,65,7840000.0
Civil Lines,Residential Plot,3397,0,9,5.3,1,12.79,66,43650000.0
Tonk Road,Builder Floor,2384,2,19,5.63,5,8.0,59,16330000.0
Raja Park,Builder Floor,1129,1,18,8.77,8,7.56,64,12600000.0
Mansarovar,Residential Plot,2739,0,18,10.12,3,10.21,72,16880000.0
Pratap Nagar,Builder Floor,2369,2,9,2.9,4,3.93,65,11790000.0
Bapu Nagar,Penthouse,4869,4,10,7.08,9,8.42,93,64320000.0
Sitapura,Penthouse,4687,5,17,8.0,10,6.34,93,18830000.0
Pratap Nagar,Apartment/Flat,1284,1,7,0.27,5,4.33,82,7010000.0
Jagatpura,Apartment/Flat,2135,2,4,6.8,4,9.63,82,11930000.0
Mansarovar,Residential Plot,3893,0,5,7.82,2,13.06,55,26290000.0
Ajmer Road,Penthouse,5323,5,17,2.52,7,6.03,95,28930000.0
Bapu Nagar,Residential Plot,4447,0,2,5.29,1,14.12,77,53640000.0
Civil Lines,Builder Floor,1632,3,12,10.03,4,8.53,72,21390000.0
C-Scheme,Apartment/Flat,550,3,6,1.78,5,5.48,92,10850000.0
Raja Park,Residential Plot,3902,0,15,4.39,1,12.75,59,40230000.0
Jagatpura,Penthouse,4823,4,17,5.05,7,5.7,55,25620000.0
Shyam Nagar,Residential Plot,1986,0,0,11.39,3,11.31,65,16320000.0
Civil Lines,Apartment/Flat,2083,2,8,11.75,3,7.05,42,27180000.0
Bapu Nagar,Independent Villa,2750,4,6,10.85,8,4.81,73,36540000.0
Shyam Nagar,Residential Plot,4477,0,4,6.4,3,9.24,81,36530000.0
Sitapura,Independent Villa,4238,4,2,4.84,8,7.75,52,16640000.0
Raja Park,Builder Floor,988,3,13,6.67,3,8.67,59,10510000.0
Sitapura,Penthouse,5708,4,6,4.65,7,6.39,44,22690000.0
Bapu Nagar,Independent Villa,2624,4,1,8.87,9,8.44,44,33650000.0
Civil Lines,Independent Villa,2180,5,5,8.98,8,4.17,46,31680000.0
Kalwar Road,Penthouse,5169,4,19,1.39,9,7.54,49,21140000.0
Raja Park,Builder Floor,2309,3,11,10.18,5,8.47,68,24360000.0
Sitapura,Builder Floor,2046,3,7,10.02,6,7.23,53,8310000.0
Jagatpura,Independent Villa,3766,4,14,4.86,6,6.61,53,19570000.0
Pratap Nagar,Apartment/Flat,2099,3,11,1.58,4,7.02,69,11730000.0
Kalwar Road,Residential Plot,2514,0,12,1.93,3,12.33,70,8780000.0
Civil Lines,Penthouse,4169,4,16,5.65,7,8.6,68,55110000.0
Vaishali Nagar,Builder Floor,2331,2,15,2.02,7,7.86,91,20450000.0
Kalwar Road,Residential Plot,1447,0,3,9.24,3,14.35,49,5020000.0
Malviya Nagar,Apartment/Flat,1292,2,7,11.29,6,9.73,68,12490000.0
Jagatpura,Apartment/Flat,1491,2,6,3.94,3,5.31,85,8080000.0
C-Scheme,Independent Villa,2409,3,3,2.51,6,7.29,42,40280000.0
Tonk Road,Independent Villa,2567,3,3,11.22,6,6.1,97,17250000.0
Jagatpura,Penthouse,5573,4,7,8.3,8,4.12,83,33460000.0
Kalwar Road,Residential Plot,977,0,19,4.55,1,12.98,63,1820000.0
Ajmer Road,Penthouse,5830,5,18,4.07,8,6.57,90,36290000.0
Vaishali Nagar,Penthouse,4789,4,7,2.81,9,8.91,98,42370000.0
Civil Lines,Independent Villa,4318,3,16,9.81,9,8.36,82,54510000.0
Raja Park,Builder Floor,1147,1,7,0.3,5,5.53,94,13710000.0
Sitapura,Penthouse,5891,5,10,6.39,7,8.43,82,24130000.0
Tonk Road,Independent Villa,2930,3,16,0.95,9,9.57,73,21590000.0
Civil Lines,Independent Villa,3158,5,5,0.57,8,3.7,82,39950000.0
Shyam Nagar,Apartment/Flat,502,1,18,8.77,8,5.22,56,4380000.0
Pratap Nagar,Independent Villa,3800,3,7,12.0,7,6.77,36,19370000.0
Jagatpura,Apartment/Flat,2363,1,12,3.93,5,6.59,80,13290000.0
Sitapura,Independent Villa,2913,5,17,3.81,8,6.98,81,12370000.0
Sitapura,Builder Floor,1173,1,14,3.4,8,6.76,54,4990000.0
Raja Park,Builder Floor,1501,1,17,1.74,7,6.62,45,17250000.0
Kalwar Road,Apartment/Flat,770,1,7,10.68,6,4.86,63,3160000.0
Jagatpura,Penthouse,4182,5,2,1.17,7,6.49,50,28810000.0
Raja Park,Residential Plot,1609,0,9,6.03,1,12.66,93,16370000.0
Malviya Nagar,Independent Villa,4629,3,17,4.49,7,9.66,81,45420000.0
Vaishali Nagar,Apartment/Flat,1413,2,0,7.29,6,4.68,38,12760000.0
Shyam Nagar,Apartment/Flat,847,1,9,5.77,4,3.68,77,6990000.0
Ajmer Road,Apartment/Flat,1161,3,16,10.24,6,3.54,99,6440000.0
Malviya Nagar,Builder Floor,1494,1,7,11.37,7,3.8,79,15390000.0
Mansarovar,Independent Villa,3853,4,7,8.51,9,9.14,99,28860000.0
Shyam Nagar,Independent Villa,3707,4,4,2.22,7,7.53,46,35710000.0
Civil Lines,Penthouse,4849,5,2,10.06,8,8.46,72,64470000.0
Pratap Nagar,Penthouse,3022,4,17,2.85,10,7.27,43,17900000.0
Raja Park,Apartment/Flat,1795,3,13,1.85,3,9.43,50,20090000.0
Malviya Nagar,Independent Villa,2946,4,1,5.65,7,7.43,42,33100000.0
C-Scheme,Apartment/Flat,893,2,19,7.34,6,6.8,49,12180000.0
Jagatpura,Residential Plot,3289,0,19,8.01,3,10.7,98,16480000.0
Sitapura,Residential Plot,3371,0,1,7.45,2,9.4,40,11060000.0
Sitapura,Apartment/Flat,2001,1,5,1.99,8,6.75,80,8620000.0
Mansarovar,Penthouse,4448,4,11,3.85,8,7.83,63,35250000.0
Malviya Nagar,Apartment/Flat,1124,3,8,6.16,7,7.94,45,11790000.0
Shyam Nagar,Penthouse,3814,4,12,9.6,8,4.36,49,31940000.0
Shyam Nagar,Builder Floor,1357,1,12,7.7,4,3.86,48,10790000.0
Civil Lines,Apartment/Flat,721,1,11,2.07,8,7.3,65,10940000.0
Sitapura,Independent Villa,2671,5,10,11.08,6,6.28,81,11400000.0
Mansarovar,Residential Plot,4140,0,12,5.88,2,9.37,55,27150000.0
Ajmer Road,Independent Villa,2183,5,15,5.28,5,5.05,58,13640000.0
C-Scheme,Independent Villa,4162,4,15,11.12,7,7.15,65,65450000.0
Mansarovar,Builder Floor,1001,3,13,1.15,4,5.43,45,8330000.0
Ajmer Road,Apartment/Flat,2049,3,18,5.6,8,6.26,78,12650000.0
Tonk Road,Apartment/Flat,1903,2,12,0.75,4,8.71,35,14160000.0
Shyam Nagar,Builder Floor,2237,2,11,9.29,6,6.13,41,19140000.0
Ajmer Road,Builder Floor,1719,2,3,8.97,5,9.19,56,10400000.0
Mansarovar,Builder Floor,2084,3,9,7.23,7,8.01,50,16870000.0
Pratap Nagar,Apartment/Flat,1864,1,11,4.26,4,4.39,91,9090000.0
Shyam Nagar,Apartment/Flat,1561,1,8,9.08,6,8.13,72,12990000.0
Shyam Nagar,Independent Villa,4261,5,18,5.93,5,6.36,84,37590000.0
Pratap Nagar,Penthouse,3773,4,10,6.96,8,7.09,39,20420000.0
Pratap Nagar,Apartment/Flat,1897,2,10,1.64,3,6.31,93,9560000.0
Sitapura,Penthouse,4858,4,17,1.53,9,8.17,39,19680000.0
Civil Lines,Builder Floor,781,1,1,6.05,8,6.2,80,11660000.0
Kalwar Road,Residential Plot,2429,0,5,6.01,1,12.55,42,8120000.0
Kalwar Road,Penthouse,4040,5,0,2.57,7,6.99,39,18810000.0
Sitapura,Apartment/Flat,1617,2,4,9.55,6,3.76,70,6960000.0
Mansarovar,Residential Plot,1205,0,5,10.05,3,12.86,84,7940000.0
Bapu Nagar,Independent Villa,2707,4,10,11.29,8,5.75,39,36340000.0
Ajmer Road,Independent Villa,4685,3,9,11.84,5,4.63,82,28620000.0
Ajmer Road,Builder Floor,1928,1,18,3.9,7,4.69,98,11410000.0
Malviya Nagar,Independent Villa,4860,5,10,7.83,9,3.65,71,49600000.0
Civil Lines,Independent Villa,2287,5,4,9.71,5,3.96,43,30260000.0
Malviya Nagar,Apartment/Flat,1942,2,2,0.88,8,4.58,78,22160000.0
Tonk Road,Apartment/Flat,520,1,6,0.69,8,9.51,71,5610000.0
Pratap Nagar,Apartment/Flat,1438,1,4,7.8,4,8.82,85,7340000.0
Sitapura,Penthouse,3181,5,7,9.45,10,4.97,92,15500000.0
Malviya Nagar,Residential Plot,4119,0,3,7.41,2,10.46,48,44170000.0
Mansarovar,Apartment/Flat,1615,1,16,2.52,8,5.89,77,11620000.0
Bapu Nagar,Independent Villa,4569,4,8,10.06,7,7.73,50,53760000.0
Civil Lines,Apartment/Flat,2025,3,12,0.55,5,6.25,72,28300000.0
Pratap Nagar,Residential Plot,1992,0,4,11.27,2,11.24,40,8360000.0
Malviya Nagar,Independent Villa,1574,4,8,11.19,9,4.93,71,16450000.0
Jagatpura,Residential Plot,1900,0,16,3.1,1,10.48,60,9540000.0
Mansarovar,Builder Floor,968,3,3,5.54,4,5.66,38,8910000.0
Civil Lines,Independent Villa,1510,3,1,3.13,9,6.68,36,22000000.0
Sitapura,Apartment/Flat,1509,1,7,8.71,4,4.16,35,4670000.0
C-Scheme,Builder Floor,503,2,8,0.4,7,6.57,74,10210000.0
Raja Park,Penthouse,5938,5,2,0.24,8,9.64,46,69380000.0
C-Scheme,Residential Plot,1206,0,7,10.22,1,10.93,62,17350000.0
Civil Lines,Penthouse,5932,5,5,2.02,10,4.87,88,77690000.0
Sitapura,Independent Villa,2927,5,15,11.76,8,9.65,87,11360000.0
Ajmer Road,Residential Plot,2132,0,1,6.69,3,10.3,38,11420000.0
Shyam Nagar,Apartment/Flat,1850,1,9,7.44,3,3.62,36,14320000.0
Malviya Nagar,Penthouse,5023,4,5,9.95,10,8.14,35,59050000.0
Raja Park,Penthouse,5522,5,0,3.55,10,9.06,88,69020000.0
Shyam Nagar,Independent Villa,2534,5,1,5.86,7,5.17,89,26420000.0
Pratap Nagar,Residential Plot,4436,0,4,1.0,2,13.93,91,20940000.0
Vaishali Nagar,Independent Villa,3762,4,2,9.59,6,8.38,66,36010000.0
Shyam Nagar,Independent Villa,4750,5,1,1.92,7,3.66,93,45810000.0
Ajmer Road,Apartment/Flat,1342,3,17,6.46,4,8.4,81,7210000.0
Kalwar Road,Independent Villa,4967,3,11,10.14,6,7.4,41,19910000.0
Pratap Nagar,Residential Plot,2218,0,3,4.75,2,11.98,72,10630000.0
Bapu Nagar,Builder Floor,2036,2,14,2.55,7,4.23,44,26410000.0
C-Scheme,Independent Villa,2254,3,7,7.03,7,4.81,57,35660000.0
C-Scheme,Apartment/Flat,2240,1,11,7.7,3,4.41,69,35820000.0
Tonk Road,Builder Floor,2429,3,17,2.06,6,4.48,87,19490000.0
Ajmer Road,Apartment/Flat,2040,2,17,4.15,5,7.68,50,11560000.0
Civil Lines,Penthouse,4165,4,8,0.36,9,7.28,88,54530000.0
Kalwar Road,Residential Plot,2145,0,6,6.83,2,13.38,70,7640000.0
Civil Lines,Penthouse,4651,5,4,7.97,7,8.14,93,63210000.0
Kalwar Road,Apartment/Flat,958,3,2,1.94,6,4.05,81,6540000.0
Vaishali Nagar,Independent Villa,4996,5,19,6.42,7,8.75,81,42640000.0
Sitapura,Builder Floor,1238,3,8,5.39,8,9.45,39,6570000.0
Kalwar Road,Residential Plot,3593,0,6,11.64,2,11.04,48,11860000.0
Mansarovar,Builder Floor,2058,2,15,10.42,6,8.89,88,15490000.0
Kalwar Road,Independent Villa,4786,5,13,8.0,7,8.29,81,19150000.0
Malviya Nagar,Penthouse,5988,5,17,8.4,9,4.03,35,60820000.0
Civil Lines,Penthouse,5432,4,6,11.19,7,5.12,48,74810000.0
Pratap Nagar,Residential Plot,1268,0,7,1.98,2,12.23,37,5730000.0
Jagatpura,Apartment/Flat,2343,3,8,8.85,6,5.17,50,13480000.0
Kalwar Road,Builder Floor,960,1,7,5.5,5,6.05,82,4050000.0
Ajmer Road,Builder Floor,1227,1,14,9.07,7,8.47,87,7080000.0
Raja Park,Independent Villa,3763,4,12,9.8,5,6.17,83,42140000.0
Pratap Nagar,Residential Plot,3457,0,7,2.64,3,8.07,40,16100000.0
Bapu Nagar,Residential Plot,4084,0,12,1.69,2,13.8,40,44670000.0
Mansarovar,Builder Floor,1365,1,7,8.0,5,8.57,40,9480000.0
Pratap Nagar,Penthouse,5010,5,10,10.51,7,4.02,92,25710000.0
Shyam Nagar,Independent Villa,3369,4,11,6.66,6,8.01,42,31500000.0
Civil Lines,Independent Villa,1618,3,3,7.37,5,4.63,53,23860000.0
Ajmer Road,Apartment/Flat,2362,1,12,2.75,3,6.9,65,12940000.0
Ajmer Road,Residential Plot,1251,0,1,4.74,2,9.75,62,7010000.0
Bapu Nagar,Residential Plot,3704,0,11,8.75,2,9.75,99,41020000.0
